Key;Date;Volume;Disc;max_T;min_T;avg_T;precipitation;Consumer_Price_Index_month;Exchange_Rate_Index_Period_Average_month;Exchange_Rate_LCU_per_US_Period_Average_month;Industrial_Production_Index_month;Wholesale_Producer_Price_Index_LCU_basus_month;Nominal_Consumption_Total_lcu_quarter;Nominal_Consumption_Total_US_quarter;Nominal_GDP_lcu_quarter;Nominal_GDP_US_quarter;Nominal_Private_Consumption_lcu_quarter;Nominal_Private_Consumption_US_quarter;Real_Consumption_Total_lcu_quarter;Real_Consumption_Total_US_quarter;Real_GDP_lcu_quarter;Real_GDP_US_quarter;Real_Private_Consumption_lcu_quarter;Real_Private_Consumption_US_quarter;Unemployment_Rate_quarter;Disposable_Personal_Income_lcu_annual;Disposable_personal_income_real_lcu_annual;Disposable_Personal_Income_US_annual;Employment_Total_annual;Index_Unit_Labor_Costs_LCU_basis_annual;Index_Unit_Labor_Costs_US_basis_annual;Index_wages_straight_time_LCU_basis_annual;Index_wages_straight_time_US_basis_annual;Nominal_GDP_per_employee_annual;Nominal_Consumption_Per_Capita_US_annual;Nominal_GDP_Per_Capita_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_US_annual;Number_of_households_annual;Participation_Rate_annual;Population_Age_Bracket_15_64_annual;Population_Total_annual;Population_Urban_annual;Price_of_Crude_Oil_LCU_basis_annual;Real_GDP_Per_Capita_lcu_annual;Real_Indirect_Taxes_Minus_Subsidies_lcu_annual;Real_Price_of_Crude_Oil_LCU_basis_annual;Real_Price_of_Crude_Oil_US_basis_annual;Share_of_Population_Urban_annual;Tax_Rate_Overall_Taxes_annual;Tax_Rate_Personal_Income_Taxes_annual;Terms_of_Trade_annual;Unemployment_annual;Wages_and_Salaries_Gross_lcu_annual;Wages_and_Salaries_Gross_US_annual;Working_Age_Population_annual;Index_Retail_Sales_Real_month;Real_GDP_at_Factor_Cost_Services_lcu_annual;PMI;Inflation_Rate;Selling_days_ratio;Selling_days;Selling_days_Quarter;Selling_days_Half;Selling_days_9;Selling_days_17;Holidays;Holidays_9;Holidays_17;Sales_Package;Marketing_Package;Month;Month1;Month2;Month3;Month4;Month5;Month6;Month7;Month8;Month9;Month10;Month11;Month12;Growth_rate
F;01/08/2015;1753674,453;115836959,3;86,96373967;70,95471188;78,95753878;6,197718057;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,7;2;0,838709677;26;79;152;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
G;01/08/2015;1091495,801;-33855022,28;86,96373967;70,95471188;78,95753878;6,197718057;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,7;2;0,838709677;26;79;152;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
A;01/09/2015;1749241,579;529505877,8;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
I;01/09/2015;166737,35;14189486,39;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
H;01/09/2015;338392,9177;53009707,52;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
B;01/09/2015;735689,9688;125385705,6;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
C;01/09/2015;1180488,913;100487401,8;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
D;01/09/2015;382897,2824;52253187,37;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
E;01/09/2015;20306,839;6673880,466;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
J;01/09/2015;624,015;374692,9831;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
F;01/09/2015;1214508,787;77812621,78;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
G;01/09/2015;778871,166;-1574770,828;79,89452747;64,32486626;72,10772742;4,311215332;85,4585;108,6444;6,8277;58,7934;103,0408;36745,1787;5827,4888;69580,9799;11034,9819;26947,9792;4273,732;30502,7217;5824,5395;60832,1765;11056,4057;22369,2803;4271,4469;3,3336;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,6;0,866666667;26;79;152;26;26;4;4;4;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
A;01/10/2015;1447929,09;461787500,8;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
I;01/10/2015;89291,16196;31809144,55;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
H;01/10/2015;265225,7605;43614277,7;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
B;01/10/2015;521611,4124;109521837,9;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
C;01/10/2015;819404,7769;78974896,17;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
D;01/10/2015;218970,7971;30312048,04;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
E;01/10/2015;27597,73764;6851676,773;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
J;01/10/2015;1262,722;190631,1996;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
F;01/10/2015;875910,1697;42904544,26;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
G;01/10/2015;688643,117;4788879,506;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
K;01/10/2015;28,924;3347,712709;72,33061539;54,19278279;63,25985713;2,838055327;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,8;1,3;0,677419355;21;73;152;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
A;01/11/2015;1393531,365;480107999;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
I;01/11/2015;31629,35776;4639804,16;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
H;01/11/2015;254493,845;44058893,45;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
B;01/11/2015;419062,1167;71481807,64;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
C;01/11/2015;663024,4301;42690307,14;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
D;01/11/2015;207952,1267;15918994,15;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
E;01/11/2015;28021,464;6869309,577;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
J;01/11/2015;1711,974;405910,8355;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
F;01/11/2015;527776,1568;-646135,7051;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
G;01/11/2015;320148,363;7724210,058;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
K;01/11/2015;17,83;-3843,418454;56,91759854;44,30698825;50,61087809;3,391475177;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,6;1,5;0,833333333;25;73;152;25;25;5;5;5;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
A;01/12/2015;1229172,449;367647219,1;48,11991033;33,67166486;40,89463638;2,133514505;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,7;1,6;0,870967742;27;73;152;27;27;4;4;4;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
I;01/12/2015;20226,99796;4642448,248;48,11991033;33,67166486;40,89463638;2,133514505;85,4585;108,6444;6,8277;58,7934;103,0408;37529,2571;5871,7666;70548,8158;11037,9531;27525,9166;4306,6602;31137,0352;5945,6626;61817,2914;11235,4529;22833,8823;4360,1634;3,4922;31194,8279;25995,0882;4963,8008;774,51;100;100;100;100;14152,5453;3008,3873;48964,6546;0;0;439,275;0,708;1021,5732;1406,8479;780,8006;331,0377;42868,0602;0;289,8202;52,6756;55,5;17,2417;0,1371;100;26,4;63241;10063,0696;1021,5732;55,4772;27475,3197;49,7;1,6;0,870967742;27;73;152;27;27;4;4;4;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
