Key;Date;Volume;Disc;max_T;min_T;avg_T;precipitation;Consumer_Price_Index_month;Exchange_Rate_Index_Period_Average_month;Exchange_Rate_LCU_per_US_Period_Average_month;Industrial_Production_Index_month;Wholesale_Producer_Price_Index_LCU_basus_month;Nominal_Consumption_Total_lcu_quarter;Nominal_Consumption_Total_US_quarter;Nominal_GDP_lcu_quarter;Nominal_GDP_US_quarter;Nominal_Private_Consumption_lcu_quarter;Nominal_Private_Consumption_US_quarter;Real_Consumption_Total_lcu_quarter;Real_Consumption_Total_US_quarter;Real_GDP_lcu_quarter;Real_GDP_US_quarter;Real_Private_Consumption_lcu_quarter;Real_Private_Consumption_US_quarter;Unemployment_Rate_quarter;Disposable_Personal_Income_lcu_annual;Disposable_personal_income_real_lcu_annual;Disposable_Personal_Income_US_annual;Employment_Total_annual;Index_Unit_Labor_Costs_LCU_basis_annual;Index_Unit_Labor_Costs_US_basis_annual;Index_wages_straight_time_LCU_basis_annual;Index_wages_straight_time_US_basis_annual;Nominal_GDP_per_employee_annual;Nominal_Consumption_Per_Capita_US_annual;Nominal_GDP_Per_Capita_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_US_annual;Number_of_households_annual;Participation_Rate_annual;Population_Age_Bracket_15_64_annual;Population_Total_annual;Population_Urban_annual;Price_of_Crude_Oil_LCU_basis_annual;Real_GDP_Per_Capita_lcu_annual;Real_Indirect_Taxes_Minus_Subsidies_lcu_annual;Real_Price_of_Crude_Oil_LCU_basis_annual;Real_Price_of_Crude_Oil_US_basis_annual;Share_of_Population_Urban_annual;Tax_Rate_Overall_Taxes_annual;Tax_Rate_Personal_Income_Taxes_annual;Terms_of_Trade_annual;Unemployment_annual;Wages_and_Salaries_Gross_lcu_annual;Wages_and_Salaries_Gross_US_annual;Working_Age_Population_annual;Index_Retail_Sales_Real_month;Real_GDP_at_Factor_Cost_Services_lcu_annual;PMI;Inflation_Rate;Selling_days_ratio;Selling_days;Selling_days_Quarter;Selling_days_Half;Selling_days_9;Selling_days_17;Holidays;Holidays_9;Holidays_17;Sales_Package;Marketing_Package;Month;Month1;Month2;Month3;Month4;Month5;Month6;Month7;Month8;Month9;Month10;Month11;Month12;Growth_rate
A;01/10/2019;1228504,185;395890854,4;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;28624;13180;10;0;0;0;0;0;0;0;0;0;1;0;0;0
I;01/10/2019;113168,6;6151665,96;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
H;01/10/2019;169547,098;30419404,56;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
L;01/10/2019;6343,267;1801655,074;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
B;01/10/2019;537122,121;96717445,36;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;14589;7066;10;0;0;0;0;0;0;0;0;0;1;0;0;0
C;01/10/2019;639673,773;66677596,4;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
D;01/10/2019;335825,872;46456559,09;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
E;01/10/2019;180861,815;50867198,7;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
J;01/10/2019;0;0;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
F;01/10/2019;646913,7771;44254612,56;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0
G;01/10/2019;478536,406;-6697013,538;72,05918477;54,49666732;63,27627062;2,258212011;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;49,3;3,8;0,677419355;21;72;150;21;21;10;10;10;1957;737;10;0;0;0;0;0;0;0;0;0;1;0;0;0
N;01/11/2019;85272,8256;47879000;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
M;01/11/2019;0;0;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
A;01/11/2019;1187562,349;443402535,8;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;18329;10628;11;0;0;0;0;0;0;0;0;0;0;1;0;0
I;01/11/2019;80484,548;7826523,12;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
H;01/11/2019;192312,654;31121304,27;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
L;01/11/2019;4592,424;770974,9865;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
B;01/11/2019;506995,125;91651789,12;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;8759;3463;11;0;0;0;0;0;0;0;0;0;0;1;0;0
C;01/11/2019;585296,153;56590478,5;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
D;01/11/2019;297040,846;34874878,69;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
E;01/11/2019;133170,075;49020272;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
F;01/11/2019;483405,2909;44038043,56;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0
G;01/11/2019;276454,71;-3215569,934;60,73514103;43,05303083;51,89262394;0,845088982;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,866666667;26;72;150;26;26;4;4;4;961;236;11;0;0;0;0;0;0;0;0;0;0;1;0;0
N;01/12/2019;76584,96;1748988,595;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
M;01/12/2019;0;0;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
A;01/12/2019;1196690,868;338445763,8;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
I;01/12/2019;71646,921;1562658,75;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
H;01/12/2019;156572,599;26507462,97;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
L;01/12/2019;4723,552;-75469,05402;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
B;01/12/2019;338688,801;64317932,25;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
C;01/12/2019;432346,8;45743813,66;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
D;01/12/2019;275546,101;30490908,48;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
E;01/12/2019;144557,785;41199160,66;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
J;01/12/2019;0;0;50,31568309;33,31690286;41,81441986;0,93712951;85,4585;108,6444;6,8277;58,7934;103,0408;54105,57;7680,5124;101785,2;14448,8356;39179,24;5561,6573;40816,39;7793,9496;79699;14485,4998;29419,74;5617,7426;3,8645;42224,59;32835,6981;6111,3768;772,1091;111,0024;100,9658;145,6804;132,5083;18574,1721;3790,9383;69108,3994;-0,0125;-0,0018;467,0111;0,6968;1014,019;1433,7838;864,6863;444,5609;54438,6784;-0,0025;350,1934;63,6486;60,308;17,0898;2,027;97,4042;30,8529;92560,07;13396,6834;1014,019;55,4772;37143,8125;50,2;4,5;0,806451613;25;72;150;25;25;6;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0
