,lottery,date_occured,ball_01,ball_02,ball_03,ball_04,ball_05,ball_06,
2053,168.0,1999-05-22,45,2,35,9,50,31,
2054,167.0,1999-05-15,1,38,48,28,11,33,
2055,166.0,1999-05-08,60,57,59,13,12,22,
2056,165.0,1999-05-01,39,56,19,23,10,35,
2057,164.0,1999-04-24,4,19,14,10,44,28,
2058,163.0,1999-04-17,41,56,27,36,53,8,
2059,162.0,1999-04-10,23,33,51,38,48,21,
2060,161.0,1999-04-03,25,37,30,39,6,41,
2061,160.0,1999-03-27,13,42,52,58,2,54,
2062,159.0,1999-03-20,16,9,50,58,11,35,
2063,158.0,1999-03-13,58,43,51,14,17,4,
2064,157.0,1999-03-06,17,13,4,44,41,21,
2065,156.0,1999-02-27,52,23,42,17,55,49,
2066,155.0,1999-02-20,12,32,44,43,35,30,
2067,154.0,1999-02-13,8,10,24,33,45,48,
2068,153.0,1999-02-06,47,2,31,42,45,30,
2069,152.0,1999-01-30,12,5,15,51,58,29,
2070,151.0,1999-01-23,3,43,16,56,52,20,
2071,150.0,1999-01-16,50,44,12,55,52,54,
2072,149.0,1999-01-09,11,45,48,7,28,20,
2073,148.0,1998-12-31,32,55,59,41,58,35,
2074,147.0,1998-12-24,24,6,38,23,28,16,
2075,146.0,1998-12-19,51,34,25,60,42,32,
2076,145.0,1998-12-12,43,15,41,51,16,31,
2077,144.0,1998-12-05,8,32,44,36,45,55,
2078,143.0,1998-11-28,40,18,6,20,50,53,
2079,142.0,1998-11-21,20,59,19,54,15,8,
2080,141.0,1998-11-14,10,22,42,13,41,58,
2081,140.0,1998-11-07,55,31,46,44,41,7,
2082,139.0,1998-10-31,26,27,13,42,41,3,
2083,138.0,1998-10-24,41,14,37,5,40,27,
2084,137.0,1998-10-17,26,15,16,22,19,49,
2085,136.0,1998-10-10,17,25,45,38,1,59,
2086,135.0,1998-10-03,35,40,21,59,53,22,
2087,134.0,1998-09-26,60,32,25,36,52,4,
2088,133.0,1998-09-19,19,57,6,39,34,5,
2089,132.0,1998-09-12,44,35,50,41,9,7,
2090,131.0,1998-09-05,30,9,17,27,4,44,
2091,130.0,1998-08-29,13,42,38,49,53,29,
2092,129.0,1998-08-22,46,54,10,9,1,32,
2093,128.0,1998-08-15,23,43,3,21,9,18,
2094,127.0,1998-08-08,59,21,51,54,29,50,
2095,126.0,1998-08-01,32,28,6,10,11,40,
2096,125.0,1998-07-25,56,47,25,59,53,41,
2097,124.0,1998-07-18,52,5,34,57,15,41,
2098,123.0,1998-07-11,13,42,16,32,14,26,
2099,122.0,1998-07-04,20,43,39,11,53,17,
2100,121.0,1998-06-27,53,41,44,2,29,55,
2101,120.0,1998-06-20,46,45,16,40,27,3,
2102,119.0,1998-06-13,47,21,1,50,36,38,
2103,118.0,1998-06-06,22,57,37,9,25,56,
2104,117.0,1998-05-30,53,42,27,20,33,25,
2105,116.0,1998-05-23,36,42,32,5,13,51,
2106,115.0,1998-05-16,6,14,24,20,4,38,
2107,114.0,1998-05-09,47,54,18,6,12,37,
2108,113.0,1998-05-02,34,54,26,28,55,7,
2109,112.0,1998-04-25,37,43,34,20,12,42,
2110,111.0,1998-04-18,52,32,4,33,25,22,
2111,110.0,1998-04-11,57,58,18,31,43,52,
2112,109.0,1998-04-04,54,13,44,49,48,1,
2113,108.0,1998-03-29,60,29,34,24,21,59,
2114,107.0,1998-03-22,2,24,52,4,16,51,
2115,106.0,1998-03-15,24,16,38,5,39,35,
2116,105.0,1998-03-08,3,13,31,43,46,49,
2117,104.0,1998-03-01,13,1,38,21,52,4,
2118,103.0,1998-02-22,9,1,57,7,54,49,
2119,102.0,1998-02-15,44,42,37,56,19,20,
2120,101.0,1998-02-08,39,1,37,31,29,18,
2121,100.0,1998-02-01,46,48,30,14,29,51,
2122,99.0,1998-01-25,30,33,24,11,46,60,
2123,98.0,1998-01-18,43,33,14,31,35,13,
2124,97.0,1998-01-11,56,53,11,14,5,35,
2125,96.0,1998-01-04,4,42,58,26,7,40,
2126,95.0,1997-12-28,46,60,6,40,50,45,
2127,94.0,1997-12-21,28,51,55,18,52,8,
2128,93.0,1997-12-14,22,53,31,28,2,36,
2129,92.0,1997-12-07,5,23,51,3,1,24,
2130,91.0,1997-11-30,60,4,10,35,39,2,
2131,90.0,1997-11-23,21,26,40,54,9,52,
2132,89.0,1997-11-16,59,42,34,13,44,55,
2133,88.0,1997-11-09,45,37,29,4,43,18,
2134,87.0,1997-11-02,40,4,28,32,11,5,
2135,86.0,1997-10-26,54,21,6,34,36,22,
2136,85.0,1997-10-19,47,15,30,37,45,6,
2137,84.0,1997-10-12,10,34,4,6,25,40,
2138,83.0,1997-10-05,24,16,4,42,57,15,
2139,82.0,1997-09-28,51,36,53,29,18,15,
2140,81.0,1997-09-21,47,41,10,60,54,23,
2141,80.0,1997-09-14,51,40,37,23,48,28,
2142,79.0,1997-09-07,43,25,2,13,31,17,
2143,78.0,1997-08-31,22,32,46,12,25,31,
2144,77.0,1997-08-24,29,54,40,57,49,21,
2145,76.0,1997-08-17,33,18,23,8,17,53,
2146,75.0,1997-08-10,36,49,37,35,24,21,
2147,74.0,1997-08-03,2,24,34,50,38,37,
2148,73.0,1997-07-27,57,25,45,28,51,26,
2149,72.0,1997-07-20,19,48,43,1,34,44,
2150,71.0,1997-07-13,53,16,45,43,33,27,
2151,70.0,1997-07-06,40,17,23,43,27,58,
2152,69.0,1997-06-29,56,58,34,53,25,45,
2153,68.0,1997-06-22,53,13,3,1,12,59,
2154,67.0,1997-06-15,47,14,27,52,17,12,
2155,66.0,1997-06-08,15,26,12,33,48,13,
2156,65.0,1997-06-01,20,1,5,32,25,34,
2157,64.0,1997-05-25,8,54,50,60,23,12,
2158,63.0,1997-05-18,26,9,41,49,25,40,
2159,62.0,1997-05-11,52,13,6,24,8,31,
2160,61.0,1997-05-04,59,8,18,29,42,44,
2161,60.0,1997-04-27,38,14,21,15,3,20,
2162,59.0,1997-04-20,28,13,34,2,8,54,
2163,58.0,1997-04-13,30,49,27,37,12,44,
2164,57.0,1997-04-06,27,17,16,34,7,59,
2165,56.0,1997-03-30,51,35,59,7,20,2,
2166,55.0,1997-03-23,29,2,14,38,23,52,
2167,54.0,1997-03-16,5,21,9,56,18,36,
2168,53.0,1997-03-09,42,13,3,46,38,16,
2169,52.0,1997-03-02,58,15,59,30,38,46,
2170,51.0,1997-02-23,23,24,42,25,17,47,
2171,50.0,1997-02-16,57,44,21,16,58,6,
2172,49.0,1997-02-09,33,7,43,35,13,55,
2173,48.0,1997-02-02,47,5,34,28,2,50,
2174,47.0,1997-01-26,35,17,3,48,25,56,
2175,46.0,1997-01-19,32,46,1,60,24,23,
2176,45.0,1997-01-12,30,7,37,55,44,53,
2177,44.0,1997-01-05,47,38,18,14,29,44,
2178,43.0,1996-12-29,2,58,25,6,26,17,
2179,42.0,1996-12-22,24,36,19,33,7,11,
2180,41.0,1996-12-15,38,26,35,39,12,47,
2181,40.0,1996-12-08,3,12,46,5,47,8,
2182,39.0,1996-12-01,16,37,45,52,56,12,
2183,38.0,1996-11-24,55,42,10,43,45,54,
2184,37.0,1996-11-17,22,6,7,52,38,60,
2185,36.0,1996-11-10,13,3,51,17,29,25,
2186,35.0,1996-11-03,21,57,16,23,54,4,
2187,34.0,1996-10-27,15,13,57,53,40,17,
2188,33.0,1996-10-20,5,33,49,17,42,39,
2189,32.0,1996-10-13,43,33,14,36,5,44,
2190,31.0,1996-10-06,56,19,28,48,17,45,
2191,30.0,1996-09-29,38,50,7,29,15,14,
2192,29.0,1996-09-22,14,56,58,8,43,3,
2193,28.0,1996-09-15,60,6,22,3,24,54,
2194,27.0,1996-09-08,44,33,13,51,17,20,
2195,26.0,1996-09-01,50,53,57,10,58,22,
2196,25.0,1996-08-25,56,50,55,54,24,43,
2197,24.0,1996-08-19,1,8,14,28,33,43,
2198,23.0,1996-08-12,17,52,51,59,39,37,
2199,22.0,1996-08-05,9,38,56,1,31,46,
2200,21.0,1996-07-29,49,46,6,53,33,36,
2201,20.0,1996-07-22,25,28,30,33,51,11,
2202,19.0,1996-07-15,5,25,12,10,60,24,
2203,18.0,1996-07-08,37,36,56,27,42,23,
2204,17.0,1996-07-01,10,20,6,19,51,13,
2205,16.0,1996-06-24,60,58,49,32,20,34,
2206,15.0,1996-06-17,60,12,33,52,35,51,
2207,14.0,1996-06-10,16,2,27,47,23,53,
2208,13.0,1996-06-03,47,32,50,54,18,56,
2209,12.0,1996-05-27,20,27,43,16,19,4,
2210,11.0,1996-05-20,25,15,58,37,59,38,
2211,10.0,1996-05-13,25,4,18,57,21,38,
2212,9.0,1996-05-06,55,43,56,54,8,60,
2213,8.0,1996-04-29,53,17,38,4,47,37,
2214,7.0,1996-04-22,56,38,21,20,3,5,
2215,6.0,1996-04-15,19,40,7,13,22,47,
2216,5.0,1996-04-08,1,19,46,6,16,2,
2217,4.0,1996-04-01,6,59,42,27,1,5,
2218,3.0,1996-03-25,36,30,10,11,29,47,
2219,2.0,1996-03-18,9,39,37,49,43,41,
2220,1.0,1996-03-11,41,5,4,52,30,33,
